Student_ID,Study_Hours_Per_Week,Quiz_Score,Assignments_Submitted,Attendance_Percentage,Previous_Grades,Recommended_Study_Material
507,12,74.2,1,80.5,59.6,Advanced Topics
508,10.7,66.1,1,91.3,51.4,Intermediate Practice
509,15.2,75.8,9,69.2,58.2,Advanced Topics
510,10.8,82.3,1,78.6,63.2,Advanced Topics
511,16.4,85,3,88.9,58.5,Advanced Topics
512,14.7,95.3,8,91.3,100,Advanced Topics
513,13.8,65.1,4,92.5,78.6,Intermediate Practice
514,10.5,49.5,1,84.3,76.7,Basic Concepts
515,12.1,75.4,3,86.9,72.7,Advanced Topics
516,18.8,98.3,6,88.9,60.5,Advanced Topics
517,17.5,62.8,4,88.2,70.1,Intermediate Practice
518,10.1,80.3,7,90.7,78.5,Advanced Topics
519,15.5,80.4,0,73.5,82.5,Advanced Topics
520,18.8,72.9,4,100,72.5,Advanced Topics
521,6.7,70.1,3,83.2,79.4,Advanced Topics
522,17.7,56.1,2,84.1,60.8,Intermediate Practice
523,11.7,35.8,6,82.1,44.4,Basic Concepts
524,17.9,53.3,9,87.3,87.7,Intermediate Practice
525,11.2,64.1,0,70.6,59.1,Intermediate Practice
526,6,86.5,5,80.1,59,Advanced Topics
527,6.9,68.5,7,65.9,54.8,Time Management & Practice
528,15.2,62.2,1,80.3,72.6,Intermediate Practice
529,16.3,56.6,5,86.6,59.9,Intermediate Practice
530,10.5,79.9,0,90.7,90.3,Advanced Topics
531,18.2,90.4,5,84.4,89.9,Advanced Topics
532,6.7,86,5,87.9,73.8,Advanced Topics
533,14.7,79.1,4,68.1,57.5,Advanced Topics
534,8.9,47.9,6,86.6,95.9,Basic Concepts
535,11.7,64.7,4,97.6,85.3,Intermediate Practice
536,15.2,99.2,7,89.6,58,Advanced Topics
537,10.7,86.8,1,77.5,74.4,Advanced Topics
538,13.1,46.9,5,86.7,72.3,Basic Concepts
539,20,69.2,4,98.6,76.8,Intermediate Practice
540,12.1,75.4,9,90.7,70.2,Advanced Topics
541,19.2,58.6,1,91,68.3,Intermediate Practice
542,9.4,35.4,6,77.1,100,Basic Concepts
543,17.6,71.5,3,81.4,77,Advanced Topics
544,22.2,58.2,5,84.3,58.3,Intermediate Practice
545,2.6,58.2,4,100,62.2,Time Management & Practice
546,11,64.7,3,75.9,96.4,Intermediate Practice
547,17.9,68,1,87.6,63.8,Intermediate Practice
548,14,69.9,6,91.7,54.9,Intermediate Practice
549,16.9,56.7,4,92.4,69.8,Intermediate Practice
550,12,66.7,2,82.5,66.3,Intermediate Practice
551,15.4,43.6,5,81.7,90.1,Basic Concepts
552,14.2,74.7,7,100,93,Advanced Topics
553,20.8,27.2,9,82.3,64.7,Basic Concepts
554,16.3,65.7,9,80.8,81.6,Intermediate Practice
555,16.7,83.8,1,94.3,67.3,Advanced Topics
556,12.9,54.1,9,86.3,57.2,Intermediate Practice
557,12.6,80.7,3,72,96.2,Advanced Topics
558,12.8,87.3,2,94.8,98.6,Advanced Topics
559,17,20.4,6,81,74.6,Basic Concepts
560,12.9,67.7,9,80.9,60,Intermediate Practice
561,16.4,26.9,7,100,54.7,Basic Concepts
562,25.4,68.2,7,82.7,79.4,Intermediate Practice
563,19.4,69.9,3,85.7,89.5,Intermediate Practice
564,13.4,32.8,9,94.1,71.8,Basic Concepts
565,21,98.9,1,75.7,86.1,Advanced Topics
566,13,74.3,5,90.6,66.5,Advanced Topics
567,4.8,57.3,2,94.2,61.4,Time Management & Practice
568,10,92,7,98.3,73.7,Advanced Topics
569,5.6,43.1,2,91.6,39.7,Basic Concepts
570,13.2,51.6,1,74,62.6,Intermediate Practice
571,15.1,35.5,8,89.4,82.2,Basic Concepts
572,23.4,97,8,71.5,33.5,Advanced Topics
573,16.6,75,8,97.3,50.7,Advanced Topics
574,13.9,79.9,2,95.7,68,Advanced Topics
575,19.1,74.5,1,87.2,52.1,Advanced Topics
576,3.9,78.6,3,86.8,62.9,Advanced Topics
577,16.2,71.2,1,84.9,39.5,Advanced Topics
578,18.9,74.1,7,84.7,79.6,Advanced Topics
579,7.6,71.6,9,94.7,86.4,Advanced Topics
580,20.7,60.9,0,81.9,47.2,Intermediate Practice
581,16.7,69.3,1,100,73.2,Intermediate Practice
582,12.9,74.1,5,86.7,67,Advanced Topics
583,18.2,71.7,8,97.4,76.9,Advanced Topics
584,26.4,47.8,9,68.5,92.1,Basic Concepts
585,15.9,49.8,4,79.2,52.9,Basic Concepts
586,16.2,86.2,4,94.2,88.9,Advanced Topics
587,12.7,65.4,2,88.2,95.4,Intermediate Practice
588,10.8,78.8,7,85.3,44,Advanced Topics
589,19.2,53.6,5,95.6,84.9,Intermediate Practice
590,10.7,47.9,9,100,57.1,Basic Concepts
591,15.4,57.3,1,73.4,79.6,Intermediate Practice
592,12.6,66.7,4,95,58.3,Intermediate Practice
593,17.4,60,3,80.6,61.7,Intermediate Practice
594,16.7,89.4,9,93.5,60.3,Advanced Topics
595,20.2,72.7,8,80.5,55.6,Advanced Topics
596,12.4,97.7,3,90.3,81.3,Advanced Topics
597,13.7,76.1,7,91.2,77.3,Advanced Topics
598,10.1,33.8,0,78,77.7,Basic Concepts
599,12.8,85.8,4,80.2,64.5,Advanced Topics
600,16.9,47.4,8,83.1,66,Basic Concepts
601,18.8,73.5,2,68.7,75.6,Advanced Topics
602,10.4,58.4,5,89.5,57.9,Intermediate Practice
603,19.3,100,9,99.7,62.7,Advanced Topics
604,21.8,91.6,5,72.4,83.9,Advanced Topics
605,17.1,58.9,5,91.6,75.8,Intermediate Practice
606,24.4,68.1,3,88.4,87.4,Intermediate Practice
607,11.1,73.7,6,78.1,32.1,Advanced Topics
608,8.8,83,2,100,92,Advanced Topics
609,6.1,70.4,5,96.5,83.9,Advanced Topics
610,22.5,54.6,9,97.4,84.1,Intermediate Practice
611,18.3,59.2,4,85.4,45.8,Intermediate Practice
612,14.7,69.9,2,69.9,61.7,Intermediate Practice
613,16.4,88.5,1,86.7,63.6,Advanced Topics
614,9.4,76.4,0,83.7,72.5,Advanced Topics
615,27.2,58.4,7,95.2,96.6,Intermediate Practice
616,15.6,79.7,0,79.1,73.1,Advanced Topics
617,15.5,64.2,4,98.3,87.6,Intermediate Practice
618,18.6,83.4,4,78.8,90.9,Advanced Topics
619,17.4,100,0,92.1,80.3,Advanced Topics
620,16.1,64.6,8,77.5,73.3,Intermediate Practice
621,11,82,4,84.6,88.5,Advanced Topics
622,17.4,58.8,8,71.7,46.3,Intermediate Practice
623,24.4,68.3,5,85.7,79.4,Intermediate Practice
624,21.7,70.4,6,74.9,92.9,Advanced Topics
625,23,67.1,6,90.5,72.1,Intermediate Practice
626,12.4,100,1,92,78.7,Advanced Topics
627,10.1,65.4,4,84.9,85.2,Intermediate Practice
628,14.4,78.8,1,78.5,64.2,Advanced Topics
629,15.3,41,3,89.1,100,Basic Concepts
630,20.5,76.5,2,94.5,51.7,Advanced Topics
631,6.5,87.1,5,83.3,41.6,Advanced Topics
632,22.6,62.1,4,80.7,80.2,Intermediate Practice
633,14.2,32.3,0,72.4,60.4,Basic Concepts
634,12.9,69.4,1,87.2,72.2,Intermediate Practice
635,9.9,70.3,6,95.6,73.6,Advanced Topics
636,6.7,80.9,8,99.3,76.2,Advanced Topics
637,19.1,100,0,87.4,49.7,Advanced Topics
638,15.4,64.3,3,71,58.2,Intermediate Practice
639,8.6,57.2,2,80.3,86.5,Time Management & Practice
640,8.5,52.5,4,96.7,61.2,Time Management & Practice
641,13.3,73,4,93.2,67.5,Advanced Topics
642,23.3,77.2,9,74.7,60.5,Advanced Topics
643,13.7,61.8,9,100,76.3,Intermediate Practice
644,7.5,81.7,1,74.2,62.6,Advanced Topics
645,13.8,77,4,81.1,93.2,Advanced Topics
646,13.6,70.6,3,90,57,Advanced Topics
647,1.5,56.5,0,84.2,47.2,Time Management & Practice
648,14.7,62.8,0,81.7,50.7,Intermediate Practice
649,13.8,33.6,0,85.1,85.9,Basic Concepts
650,18.5,73.5,7,95.3,50.5,Advanced Topics
651,24.2,70.4,2,100,48.2,Advanced Topics
652,20.6,72.8,8,88,80.1,Advanced Topics
653,13.7,77.6,9,78.7,95.7,Advanced Topics
654,9.5,75.8,1,86.1,100,Advanced Topics
655,27.9,68.3,8,100,66.8,Intermediate Practice
656,15.3,70.7,8,93.1,22.5,Advanced Topics
657,15.1,48.9,3,98.4,65.8,Basic Concepts
658,14.9,61.2,3,93.3,87,Intermediate Practice
659,16,70.8,3,94.4,52.9,Advanced Topics
660,14.3,59,0,85.5,60.2,Intermediate Practice
661,12.1,82.9,4,99.4,73.5,Advanced Topics
662,12.3,60.1,5,56.7,86.7,Intermediate Practice
663,14.8,73.2,3,90.7,54.2,Advanced Topics
664,12.3,71.7,7,89.8,85,Advanced Topics
665,11.4,81.2,2,76.3,79.5,Advanced Topics
666,15.5,83.5,8,88.4,65,Advanced Topics
667,13.7,80.4,6,90.9,80.5,Advanced Topics
668,22.5,38.4,7,67.7,84,Basic Concepts
669,1.7,87.9,6,88.6,93.7,Advanced Topics
670,20.5,92.9,8,98,91.6,Advanced Topics
671,21.2,62.8,1,100,51.8,Intermediate Practice
672,4.6,73.5,3,91.3,76.1,Advanced Topics
673,13.3,56.6,1,84.2,68.3,Intermediate Practice
674,13.1,40.8,7,94.8,74.4,Basic Concepts
675,8,58.9,1,76.6,69.6,Time Management & Practice
676,11.1,61.9,7,93,71.3,Intermediate Practice
677,9.4,64.7,5,84.7,68.7,Time Management & Practice
678,23.8,55.6,6,96.9,59.5,Intermediate Practice
679,19.7,59,5,80.4,72.6,Intermediate Practice
680,21.4,69.8,8,100,82.7,Intermediate Practice
681,18.6,58.4,3,97.3,66.1,Intermediate Practice
682,9.4,78.2,0,88.8,61.1,Advanced Topics
683,12.4,80.2,8,88,72.1,Advanced Topics
684,17.4,100,9,100,74.5,Advanced Topics
685,8.9,86.9,7,100,58.6,Advanced Topics
686,18.6,73.6,0,81.7,62.9,Advanced Topics
687,13.8,60.7,9,82.1,52,Intermediate Practice
688,13.1,74.4,5,98.2,73.9,Advanced Topics
689,18.6,74.9,9,61.6,64,Advanced Topics
690,17.2,62.3,3,59.7,89.6,Intermediate Practice
691,13.2,81.8,1,77.8,76.8,Advanced Topics
692,20.8,49,2,88.5,79.3,Basic Concepts
693,9.6,66.3,8,74.4,71.3,Time Management & Practice
694,18.1,78.3,4,72.9,82.2,Advanced Topics
695,18,65.7,6,80.7,44.6,Intermediate Practice
696,13.5,66.9,1,99.1,68.7,Intermediate Practice
697,16.6,67.9,7,81.6,64.3,Intermediate Practice
698,8.7,57.5,2,96.6,86.2,Time Management & Practice
699,19.6,87.6,0,86.6,49.8,Advanced Topics
700,14.1,54.7,7,100,72.4,Intermediate Practice
701,12.4,74.8,8,83.1,88.3,Advanced Topics
702,20.2,76.2,7,89.7,67.6,Advanced Topics
703,11.5,55.8,0,87.8,67.5,Intermediate Practice
704,8,71.1,6,84.2,73.2,Advanced Topics
705,7.2,56.4,6,93.6,65.9,Time Management & Practice
706,18,90.9,3,92.5,75.2,Advanced Topics
707,8.6,52.9,7,87.9,85.7,Time Management & Practice
708,23.8,60.2,4,66.4,73.9,Intermediate Practice
709,4.6,51.6,3,73.9,68.7,Time Management & Practice
710,23.5,49.6,4,76.3,81,Basic Concepts
711,16.1,93.9,1,88,92,Advanced Topics
712,14.5,78.1,3,85.2,59.4,Advanced Topics
713,12.3,72.1,9,78.1,97.6,Advanced Topics
714,17,60.2,7,77.4,60.4,Intermediate Practice
715,14.8,83.6,6,92.5,74.7,Advanced Topics
716,20.5,57.6,7,78.4,74,Intermediate Practice
717,15.6,81.9,6,60.9,74.9,Advanced Topics
718,15.8,56.9,6,87.2,44.4,Intermediate Practice
719,13.2,60.3,6,80.2,50.4,Intermediate Practice
720,14.7,81.4,1,93.2,63.1,Advanced Topics
721,16.5,83,2,78.1,59.2,Advanced Topics
722,6.4,79,0,83.2,76.7,Advanced Topics
723,8.3,54.3,1,88.4,86.9,Time Management & Practice
724,18.7,63.3,9,63.6,38.2,Intermediate Practice
725,15.9,72.4,5,79.5,51.6,Advanced Topics
726,14.1,57.3,1,77.8,60.8,Intermediate Practice
727,15.1,90.6,0,80.7,51.9,Advanced Topics
728,16.7,34,7,80.3,63.8,Basic Concepts
729,12.3,58.3,8,85.5,55.9,Intermediate Practice
730,11.1,62.4,6,87.3,76.1,Intermediate Practice
731,16,27.3,2,91.7,100,Basic Concepts
732,10.1,49.1,0,90.5,55.9,Basic Concepts
733,17,79.4,3,97.3,87.6,Advanced Topics
734,6.5,70.5,9,95.1,100,Advanced Topics
735,20.1,93.6,2,99.4,58.7,Advanced Topics
736,17.4,93.2,2,97.7,100,Advanced Topics
737,16.3,76.5,1,80.3,55.5,Advanced Topics
738,19.9,74.7,9,82.4,87.2,Advanced Topics
739,23.3,71,2,83.1,56.6,Advanced Topics
740,20.1,30.2,4,97.2,40.8,Basic Concepts
741,5.8,49.1,3,83.2,84.2,Basic Concepts
742,8.6,71.5,0,93.4,76.4,Advanced Topics
743,11.9,79.2,0,66.7,67.4,Advanced Topics
744,15.1,74.3,0,64.7,43.8,Advanced Topics
745,17.6,56.6,9,98.6,88.3,Intermediate Practice
746,11.4,84.1,8,90.8,84.8,Advanced Topics
747,15.9,92.2,8,97.7,41.1,Advanced Topics
748,11.2,84.1,8,70.5,71.8,Advanced Topics
749,11.9,84.8,9,87.6,76.7,Advanced Topics
750,8,61.6,3,71,51.4,Time Management & Practice
751,10.4,86.1,3,94.8,83.5,Advanced Topics
752,8.2,72.2,9,86.2,100,Advanced Topics
753,10.1,77.7,6,84.7,84.6,Advanced Topics
754,20.3,75.5,2,94.7,94.7,Advanced Topics
755,10.3,68.2,9,85,81.9,Intermediate Practice
756,28.2,57.1,2,84.7,51.4,Intermediate Practice
757,17.5,68.8,3,71.4,81,Intermediate Practice
758,15.9,84.8,5,99.4,48.7,Advanced Topics
759,10.7,63.4,0,87,60.5,Intermediate Practice
760,18.5,83.4,2,91.2,64.4,Advanced Topics
761,12.1,81.1,4,72.3,62.7,Advanced Topics
762,15.6,65.5,3,99.8,56.2,Intermediate Practice
763,27.8,90.8,7,87.5,64.3,Advanced Topics
764,14.5,64.7,8,100,66.2,Intermediate Practice
765,20.7,92.6,7,95.8,87.4,Advanced Topics
766,11.5,76.5,8,61.3,74.4,Advanced Topics
767,14.8,69.8,7,93.5,82.9,Intermediate Practice
768,23.9,56.7,9,94.9,64.5,Intermediate Practice
769,11.9,68.7,0,92,82.5,Intermediate Practice
770,24.1,66.9,6,87.8,39.1,Intermediate Practice
771,18.5,51.1,8,83.7,48.8,Intermediate Practice
772,12.2,66.7,0,85.3,83.1,Intermediate Practice
773,18.2,57.9,9,99.6,59.1,Intermediate Practice
774,19.9,78.8,0,100,69.6,Advanced Topics
775,18.1,89.6,9,83.8,32.9,Advanced Topics
776,7.1,51.6,1,77.7,62.3,Time Management & Practice
777,11.4,95.7,4,98.2,49.3,Advanced Topics
778,13.8,68.1,7,94.8,57.8,Intermediate Practice
779,14.6,55.4,7,87.6,69.8,Intermediate Practice
780,18.1,81.4,9,75.8,69.5,Advanced Topics
781,15.9,63.3,3,68.7,64.4,Intermediate Practice
782,8.3,68.8,6,93,81.6,Time Management & Practice
783,16.9,63.9,6,79.9,61.4,Intermediate Practice
784,18.1,57.7,8,79.6,64,Intermediate Practice
785,17.8,80.9,8,89.7,50.1,Advanced Topics
786,20.4,65.7,2,80,86.2,Intermediate Practice
787,19.2,48.5,7,80.5,55.8,Basic Concepts
788,17.3,78.3,4,78.2,46.8,Advanced Topics
789,14.6,51.9,4,92.1,49.8,Intermediate Practice
790,6.7,52.7,7,75.6,70.9,Time Management & Practice
791,17.1,87.9,5,70.3,66.6,Advanced Topics
792,16,52.1,9,75.5,64.6,Intermediate Practice
793,16.4,35.3,9,99.4,83.1,Basic Concepts
794,8.6,79.3,0,79.2,53.2,Advanced Topics
795,9.6,65.4,3,89.9,75.4,Time Management & Practice
796,20.3,66.7,8,81.9,69.4,Intermediate Practice
797,14.8,65.3,4,83,74.1,Intermediate Practice
798,18.4,73.5,3,98.7,69.7,Advanced Topics
799,15.1,58.7,9,86.3,56.8,Intermediate Practice
800,15.1,92.1,0,100,34.6,Advanced Topics
801,19.7,47.9,8,100,80.2,Basic Concepts
802,12.4,76.7,7,100,67.9,Advanced Topics
803,15.5,79.6,2,79.8,69.8,Advanced Topics
804,12.7,58.6,8,86.8,67.5,Intermediate Practice
805,12.8,54.6,0,99.8,45.8,Intermediate Practice
806,13.5,85.3,3,93,71.4,Advanced Topics
807,16.1,55.1,4,96.6,68.4,Intermediate Practice
808,12.6,60.9,3,97.5,66.9,Intermediate Practice
809,21.3,83.3,3,98,93.7,Advanced Topics
810,10.5,70.5,8,75.2,69.8,Advanced Topics
811,14.1,43,4,84.5,66.1,Basic Concepts
812,12.8,96.2,0,78.6,65.7,Advanced Topics
813,22.2,62,6,83.9,51.9,Intermediate Practice
814,16,64,5,87.2,70.1,Intermediate Practice
815,20.2,73.8,8,86.1,72.1,Advanced Topics
816,7.6,79.4,3,79.1,58.1,Advanced Topics
817,16.3,99.4,9,72.4,79.2,Advanced Topics
818,19.4,45.1,5,69.8,75.3,Basic Concepts
819,15.4,82.4,9,100,66.3,Advanced Topics
820,20.3,81.1,6,97.4,80.4,Advanced Topics
821,12.4,67.9,3,88.4,62.2,Intermediate Practice
822,22,81.8,8,56.4,80,Advanced Topics
823,26.5,84,0,76.8,60.7,Advanced Topics
824,13.2,49.3,0,90,91.7,Basic Concepts
825,12.8,96.2,2,93.5,59.2,Advanced Topics
826,22.3,46.6,8,81.9,65.6,Basic Concepts
827,22.9,53,4,90.6,55,Intermediate Practice
828,12.4,66.1,0,84.1,76.2,Intermediate Practice
829,12.9,98.9,4,96.4,50.9,Advanced Topics
830,13.6,65.4,5,84.6,66.2,Intermediate Practice
831,8.3,69.5,3,84.3,47.3,Time Management & Practice
832,10.4,91.5,6,80,76.1,Advanced Topics
833,10,65.5,2,92.6,76.9,Intermediate Practice
834,11.2,52.3,4,89.2,69.9,Intermediate Practice
835,14.8,63.7,5,73.4,60.1,Intermediate Practice
836,16.2,90.6,6,88.9,78.4,Advanced Topics
837,22.8,71.1,9,86.9,53.9,Advanced Topics
838,10,99,1,94.6,56.8,Advanced Topics
839,19.9,81.1,4,84.1,78.4,Advanced Topics
840,13.9,60.3,6,75.3,76.2,Intermediate Practice
841,14.8,70.8,6,80.5,76.2,Advanced Topics
842,18.4,57.2,2,100,100,Intermediate Practice
843,9.4,60,7,82.9,70.6,Time Management & Practice
844,16.9,100,0,95.3,62,Advanced Topics
845,15.8,85.3,3,71.3,65.9,Advanced Topics
846,17.5,82.9,2,89,36.5,Advanced Topics
847,16.4,60.7,3,69.7,73.8,Intermediate Practice
848,27.3,93.5,8,85.7,89.2,Advanced Topics
849,11.8,86.5,7,77.6,62.8,Advanced Topics
850,12.3,98.2,3,75.8,87.7,Advanced Topics
851,11.9,97.5,7,74.6,53.5,Advanced Topics
852,12.2,47.8,0,82.9,56.3,Basic Concepts
853,11.8,53.4,7,66,56.3,Intermediate Practice
854,20.9,54.9,9,70.6,46,Intermediate Practice
855,22.1,55.8,1,85.9,89.9,Intermediate Practice
856,12.1,74.9,5,67.5,75.7,Advanced Topics
857,10.8,61.5,5,69.8,77.3,Intermediate Practice
858,17.4,100,2,100,57.1,Advanced Topics
859,12.2,98.6,4,100,80,Advanced Topics
860,18.2,69.9,1,76.7,60.4,Intermediate Practice
861,16,99.3,7,88.3,61.1,Advanced Topics
862,7.4,92.3,7,76.8,84.1,Advanced Topics
863,22.7,63.2,4,77.2,55.3,Intermediate Practice
864,24,39.9,6,53.6,53,Basic Concepts
865,11.9,66.7,7,100,51.2,Intermediate Practice
866,13.1,60.3,3,90.5,65.8,Intermediate Practice
867,16.4,73.1,1,92.4,98.9,Advanced Topics
868,16.7,71.3,4,90.3,64.1,Advanced Topics
869,18.3,70.9,6,83,48.5,Advanced Topics
870,25.1,77.9,3,80.1,58.6,Advanced Topics
871,14.1,51.8,3,84.7,61,Intermediate Practice
872,11,76.2,3,99.7,68.7,Advanced Topics
873,8.1,63.4,8,85.2,73.4,Time Management & Practice
874,11.3,73,8,100,36.6,Advanced Topics
875,14.8,84.4,9,77.2,49.6,Advanced Topics
876,24,51.6,7,70.1,48.5,Intermediate Practice
877,12.4,65.8,7,75.8,83.3,Intermediate Practice
878,16.1,68.2,6,83.4,52.8,Intermediate Practice
879,14.9,62.3,0,98.9,72.2,Intermediate Practice
880,20.9,83.5,7,80.2,75,Advanced Topics
881,27.6,59.2,3,70.4,60.4,Intermediate Practice
882,12.3,61.7,0,85.1,31.6,Intermediate Practice
883,12.6,59.4,0,97.2,85.6,Intermediate Practice
884,20.2,86.4,2,85,87.7,Advanced Topics
885,18.4,62.6,2,87,67.7,Intermediate Practice
886,24.2,76.9,9,84.7,57.7,Advanced Topics
887,17.9,99.6,0,82.9,94.9,Advanced Topics
888,13.2,68.9,7,100,57.3,Intermediate Practice
889,18,86.7,3,98.1,79.9,Advanced Topics
890,20.5,95.1,3,100,45.6,Advanced Topics
891,19.1,85.4,5,100,74.9,Advanced Topics
892,17.5,69.7,8,97.9,48.5,Intermediate Practice
893,20.3,79.6,8,80.3,73.7,Advanced Topics
894,20.8,50.7,7,93.8,68.1,Intermediate Practice
895,21.9,58.3,0,100,62.5,Intermediate Practice
896,18.2,60.9,9,90.3,62.1,Intermediate Practice
897,14.2,100,9,81.5,84.3,Advanced Topics
898,15.7,57.8,1,98.7,66.7,Intermediate Practice
899,21,57.6,2,72.3,73.9,Intermediate Practice
900,10.9,54.3,4,86.4,100,Intermediate Practice
901,16.8,78.4,4,92.6,49.2,Advanced Topics
902,13,72.1,9,83.9,56.4,Advanced Topics
903,15.1,86.3,7,91.3,43.2,Advanced Topics
904,21.4,80.1,1,91.5,42.5,Advanced Topics
905,16,49.3,1,90.6,96.6,Basic Concepts
906,15.2,57.9,7,83.1,61.7,Intermediate Practice
907,8.2,90.5,0,81,28.5,Advanced Topics
908,18.7,67,8,83.8,63.8,Intermediate Practice
909,18.2,87.8,1,71.3,60.6,Advanced Topics
910,25.8,67.8,4,98.8,52.3,Intermediate Practice
911,13.5,55.5,2,90.4,61.4,Intermediate Practice
912,16.1,65.5,4,86.7,70.4,Intermediate Practice
913,16.2,55.5,7,78.2,61.8,Intermediate Practice
914,22.9,61.5,7,86.3,80.8,Intermediate Practice
915,14.5,73,5,86.1,67.1,Advanced Topics
916,16.4,77.7,8,80.6,68.2,Advanced Topics
917,18,46.1,6,95.5,65.1,Basic Concepts
918,15.9,69.7,1,73.7,49.5,Intermediate Practice
919,12.8,61.2,0,75.9,50.1,Intermediate Practice
920,16,60.3,7,96.1,69.8,Intermediate Practice
921,20.4,72,0,100,56.6,Advanced Topics
922,9.9,61.7,7,87.8,77,Time Management & Practice
923,15.7,90.7,8,75.1,63,Advanced Topics
924,11.5,87.8,0,98.2,56.4,Advanced Topics
925,21,87.7,6,87.1,71.9,Advanced Topics
926,7.4,62.6,4,86.2,68.4,Time Management & Practice
927,12.2,55.6,7,100,43.1,Intermediate Practice
928,16.9,71.2,3,93.3,40.7,Advanced Topics
929,22.8,67.7,1,81.3,76.6,Intermediate Practice
930,14.7,60.9,6,69.3,56.9,Intermediate Practice
931,12.2,52.4,6,81.8,70.3,Intermediate Practice
932,24.4,69.4,7,89.7,71.5,Intermediate Practice
933,7.8,63.9,8,91.4,86,Time Management & Practice
934,4,80.3,5,72.7,92.7,Advanced Topics
935,17.2,80,2,78.5,50.8,Advanced Topics
936,12.5,86.5,4,55.5,65.8,Advanced Topics
937,9.9,51.1,2,88.5,66.1,Time Management & Practice
938,18.5,76,9,67.9,90.8,Advanced Topics
939,16.2,59.1,8,80.4,46.4,Intermediate Practice
940,12.2,51.7,4,76,89.5,Intermediate Practice
941,8.6,63.6,6,91.7,76.4,Time Management & Practice
942,19.4,86,9,88.8,59.8,Advanced Topics
943,18.3,64.4,6,77.7,81.1,Intermediate Practice
944,14.5,93.5,6,86.5,62.4,Advanced Topics
945,24.2,78.2,9,91.8,43.8,Advanced Topics
946,9.6,64.1,3,88,69.8,Time Management & Practice
947,7.4,87.4,3,51.2,64,Advanced Topics
948,11.5,76.7,2,100,60.7,Advanced Topics
949,14.8,56,3,90.4,56.1,Intermediate Practice
950,16.2,97.9,8,96.2,77.2,Advanced Topics
951,13.8,73.9,4,77.8,67.8,Advanced Topics
952,16.8,70.3,5,75.7,60.9,Advanced Topics
953,8.7,57.2,3,79.7,58.9,Time Management & Practice
954,22.2,87.7,0,100,61.1,Advanced Topics
955,14.6,77.8,6,81.8,59.3,Advanced Topics
956,20.6,79.4,6,84.4,61.9,Advanced Topics
957,16.7,62.4,5,100,78.9,Intermediate Practice
958,17.3,82.5,3,81.4,62.4,Advanced Topics
959,17.8,83.7,9,85.2,70.3,Advanced Topics
960,17.2,60,7,71.7,62.2,Intermediate Practice
961,18.2,48.7,7,100,41.4,Basic Concepts
962,21.6,78.7,0,77.4,71.3,Advanced Topics
963,16,46.4,8,83.3,57.3,Basic Concepts
964,18.5,72.3,7,51.6,78,Advanced Topics
965,14.6,63.3,1,83.3,92.8,Intermediate Practice
966,22.2,88.3,8,84.2,58.1,Advanced Topics
967,11.6,64.1,3,80.8,81.6,Intermediate Practice
968,24,86.6,9,67.6,61.8,Advanced Topics
969,14.8,62.3,5,90.5,63.4,Intermediate Practice
970,7.8,85,1,66,73.7,Advanced Topics
971,15.6,100,9,68.4,38.5,Advanced Topics
972,11.6,54,3,82.4,42.1,Intermediate Practice
973,19.2,74.4,1,97.1,68.9,Advanced Topics
974,11.7,100,8,84.5,28.7,Advanced Topics
975,12.8,71,8,88,84.3,Advanced Topics
976,5.6,70.9,4,78.3,88,Advanced Topics
977,12.7,81.8,2,78.3,73.3,Advanced Topics
978,2.9,70.6,2,93.8,66,Advanced Topics
979,7.1,44.4,0,97.3,84.6,Basic Concepts
980,18.8,87,7,96.1,61,Advanced Topics
981,18.9,40,2,91.2,62.3,Basic Concepts
982,17.1,63.7,3,88.3,65.9,Intermediate Practice
983,10.2,88.1,1,70.7,55.6,Advanced Topics
984,14.8,64.7,7,79.3,87.4,Intermediate Practice
985,15,59.6,2,77.9,86.9,Intermediate Practice
986,9.2,83.2,1,85.7,53.9,Advanced Topics
987,22.5,57.2,0,92.8,56.8,Intermediate Practice
988,19.4,51.7,9,81.6,62.8,Intermediate Practice
989,13.9,74.1,1,60.1,86,Advanced Topics
990,15.1,67.3,1,97.6,62.7,Intermediate Practice
991,16,51.3,3,76,70.4,Intermediate Practice
992,4.8,79.6,0,76.6,52,Advanced Topics
993,13.8,77,0,91.4,90.8,Advanced Topics
994,11.6,64.6,5,79.8,50.5,Intermediate Practice
995,10,65.6,4,85.2,61.8,Intermediate Practice
996,13.6,77.1,0,88.3,42.4,Advanced Topics
997,24,87.9,5,86.5,86.5,Advanced Topics
998,18.2,65.8,7,82.5,67.5,Intermediate Practice
999,12.1,79.8,4,86.2,94.7,Advanced Topics
1000,17.9,78.5,2,100,53.3,Advanced Topics
1001,22,83.2,2,98,83.7,Advanced Topics
1002,19.6,70.6,1,94.6,73.9,Advanced Topics
1003,15.3,56.3,8,89.8,56.1,Intermediate Practice
1004,11.8,63.1,8,100,58.1,Intermediate Practice
1005,18.5,75.1,6,94.7,76.2,Advanced Topics
1006,17,97.3,0,98.9,67.4,Advanced Topics
1007,19.5,62.7,0,99.3,57.7,Intermediate Practice
